respondent_id,A1_respondent_type,A2_lives_in_dubai,A3_residency_status,A4_age_group,B1_purchase_frequency,B2_monthly_clothing_spend_aed,B3_where_buy,B4_frustrations,B5_price_importance,B5_brand_importance,B5_quality_importance,B5_sustainability_importance,B5_uniqueness_importance,B5_convenience_importance,C1_bought_secondhand,C2_thrift_familiarity,C3_value_for_money,C3_good_for_environment,C3_hygiene_worry,C3_quality_worry,C3_socially_accepted,C3_finds_unique,C4_barriers,D1_concept_interest,D2_visit_likelihood_3mo,D3_categories_buy,D4_choice_drivers,D5_wtp_jeans_aed,D5_wtp_dress_aed,D5_wtp_jacket_aed,D6_max_spend_visit_aed,D7_shop_mode_pref,D8_travel_distance,E1_sell_back,E2_discovery_channel,E3_loyalty_interest,E4_recommend_likelihood,F1_gender,F2_field_industry,F3_area_dubai,F4_disposable_income_band,A4_age_code,B1_freq_code,C1_secondhand_code,D8_distance_code,F4_income_code,B3_buy_fast_fashion_h_m_shein_type,B3_buy_malls_brand_stores,B3_buy_online_marketplaces,B3_buy_outlet_stores,B3_buy_second_hand_thrift,B3_buy_social_media_sellers,B4_frustr_hard_to_find_unique_pieces,B4_frustr_none_stated,B4_frustr_not_sustainable,B4_frustr_poor_fast_fashion_quality,B4_frustr_same_styles_everywhere,B4_frustr_sizing_issues,B4_frustr_too_expensive,C4_barrier_don_t_know_where_to_shop,C4_barrier_hygiene_concerns,C4_barrier_nothing_i_m_open_to_it,C4_barrier_quality_concerns,C4_barrier_sizing_fit,C4_barrier_social_stigma,D3_cat_accessories,D3_cat_athleisure_sportswear,D3_cat_bags,D3_cat_denim_jeans,D3_cat_dresses,D3_cat_formal_office_wear,D3_cat_modest_wear_abayas,D3_cat_outerwear_jackets,D3_cat_shoes,D3_cat_tops_t_shirts,D4_driver_convenient_location,D4_driver_curated_quality,D4_driver_guaranteed_cleanliness_sanitisation,D4_driver_low_prices,D4_driver_loyalty_rewards,D4_driver_online_ordering_delivery,D4_driver_sustainability_mission,D4_driver_trendy_curated_styles,E2_disc_flyers_events,E2_disc_google_maps,E2_disc_influencers,E2_disc_instagram,E2_disc_tiktok,E2_disc_university_campus,E2_disc_word_of_mouth,target_likely_customer,advocacy_score,n_categories_interested
R1363,University student,Yes,Expat - student visa,23-27,About monthly,240.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift; Outlet stores; Social-media sellers",Poor fast-fashion quality; Hard to find unique pieces,2,2,5,3,3,3,Once or twice,3.0,3,3,3,3,5,3,Nothing - I'm open to it,4,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Sustainability mission,65.0,65,120,160.0,In-store only,Up to 15 min,"Yes, donate",Instagram; TikTok; University / campus; Influencers,4.0,3,Male,Other,Other,"1,000-2,500",2,3,1,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,3.33,6
R1069,University student,Yes,Expat - student visa,18-22,2-3 times a month,210.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",None stated,2,2,4,3,3,3,"Yes, occasionally",3.0,3,1,2,4,3,4,Quality concerns; Sizing / fit,3,3,Tops / T-shirts; Formal / office wear; Shoes,Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Loyalty rewards,50.0,90,140,120.0,In-store only,Up to 15 min,Maybe,Word of mouth; Flyers / events,3.0,3,Female,IT / Computer Science,Downtown,"Under 1,000",1,4,2,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3.0,3
R1548,Young working professional,Yes,Expat - student visa,28-34,2-3 times a month,870.0,Malls / brand stores; Online marketplaces; Second-hand / thrift,Same styles everywhere; Hard to find unique pieces,4,4,4,2,4,3,Never,2.0,1,3,2,2,3,2,Nothing - I'm open to it,4,3,Tops / T-shirts; Dresses; Formal / office wear; Outerwear / jackets; Accessories; Modest wear / abayas,Online ordering + delivery; Loyalty rewards; Trendy / curated styles,150.0,155,300,450.0,Both,Across the city,"Yes, donate",University / campus; Google / Maps,3.0,4,Female,Marketing,International City,"1,000-2,500",3,4,0,4,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,3.67,6
R1160,University student,Yes,Expat - student visa,18-22,2-3 times a month,170.0,"Fast fashion (H&M, Shein-type)",Too expensive; Not sustainable; Sizing issues,4,2,3,5,2,4,Once or twice,3.0,4,5,2,2,3,4,Nothing - I'm open to it,5,4,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Accessories; Athleisure / sportswear,Low prices; Sustainability mission; Trendy / curated styles,35.0,55,100,130.0,Both,Up to 30 min,No,Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Influencers,3.0,5,Prefer not to say,Other,JVC,"Under 1,000",1,4,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,4.67,8
R1011,Young working professional,Yes,Expat - long-term resident,35+,Every few months,880.0,Online marketplaces; Second-hand / thrift; Social-media sellers,Same styles everywhere; Poor fast-fashion quality; Not sustainable; Sizing issues,3,4,4,3,3,3,Never,3.0,3,4,5,4,3,2,Quality concerns,2,2,Tops / T-shirts; Dresses,Curated quality; Convenient location; Sustainability mission; Trendy / curated styles,135.0,130,180,200.0,In-store only,Up to 15 min,No,Word of mouth; Google / Maps; Influencers,2.0,3,Male,Arts / Design,Marina / JBR,"1,000-2,500",4,2,0,2,2,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2.33,2
R1144,Recent graduate,Yes,Expat - long-term resident,18-22,2-3 times a month,150.0,Malls / brand stores; Second-hand / thrift; Social-media sellers,Same styles everywhere; Not sustainable; Hard to find unique pieces,2,3,3,4,4,4,"Yes, regularly",4.0,4,3,2,1,5,4,Nothing - I'm open to it,4,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Bags; Modest wear / abayas,Low prices; Curated quality; Convenient location; Sustainability mission; Trendy / curated styles,55.0,65,140,210.0,Both,Up to 15 min,"Yes, sell",Instagram; TikTok; Word of mouth,3.0,4,Male,Engineering,JVC,"Under 1,000",1,4,3,2,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,4.0,7
R1517,Young working professional,Yes,Expat - long-term resident,28-34,Weekly,210.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Too expensive; Poor fast-fashion quality,4,5,3,3,3,4,Never,2.0,3,3,5,4,3,2,Hygiene concerns; Don't know where to shop,3,2,Denim / jeans; Bags; Accessories; Athleisure / sportswear,Low prices; Curated quality; Online ordering + delivery,65.0,70,145,140.0,In-store only,Only my neighbourhood,No,Word of mouth; Google / Maps; Influencers,4.0,3,Female,Business,Downtown,"5,001-8,000",3,5,0,1,4,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2.67,4
R1427,Young working professional,Yes,Expat - long-term resident,23-27,2-3 times a month,230.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift; Social-media sellers",Too expensive; Poor fast-fashion quality,5,3,3,4,2,2,Once or twice,4.0,3,3,2,3,4,2,Nothing - I'm open to it,4,4,Tops / T-shirts; Formal / office wear; Shoes; Bags; Accessories,Convenient location; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,85.0,50,110,190.0,Both,Across the city,No,Instagram; TikTok; Word of mouth; Flyers / events,3.0,4,Male,Finance,Marina / JBR,"1,000-2,500",2,4,1,4,2,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,4.0,5
R1639,Young working professional,Yes,Expat - long-term resident,28-34,About monthly,900.0,Malls / brand stores; Online marketplaces,Poor fast-fashion quality; Sizing issues,2,4,3,3,4,4,Never,5.0,2,2,4,4,3,5,Quality concerns; Social stigma,2,3,Dresses; Denim / jeans; Formal / office wear; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Online ordering + delivery,65.0,175,165,390.0,In-store only,Up to 15 min,Maybe,TikTok; University / campus; Google / Maps; Flyers / events,2.0,2,Female,Arts / Design,Downtown,"5,001-8,000",3,3,0,2,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,2.33,7
R1176,University student,Yes,Expat - student visa,18-22,Every few months,100.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Too expensive,2,2,3,3,2,3,Never,2.0,1,3,3,3,3,3,Nothing - I'm open to it,3,3,Dresses; Denim / jeans; Shoes; Bags,Low prices; Convenient location; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,35.0,60,85,80.0,Both,Up to 15 min,"Yes, donate",Instagram; TikTok; Word of mouth; University / campus; Influencers; Flyers / events,3.0,3,Male,Business,Silicon Oasis,"Under 1,000",1,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,3.0,4
R1440,Young working professional,Yes,Short-term / visitor,28-34,Every few months,240.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Not sustainable; Sizing issues; Hard to find unique pieces,3,5,4,4,1,3,Never,1.0,2,4,5,4,2,3,Quality concerns; Sizing / fit; Social stigma,3,3,Tops / T-shirts; Dresses; Outerwear / jackets; Shoes; Bags; Accessories,Guaranteed cleanliness / sanitisation; Convenient location; Online ordering + delivery; Sustainability mission,100.0,105,180,270.0,Online only,Only my neighbourhood,Maybe,Word of mouth; Flyers / events,3.0,2,Female,Business,Marina / JBR,"2,501-5,000",3,2,0,1,3,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2.67,6
R1521,University student,Yes,Expat - student visa,18-22,Every few months,150.0,Second-hand / thrift,Too expensive; Same styles everywhere; Not sustainable; Sizing issues,3,2,4,3,4,3,"Yes, regularly",4.0,5,3,2,3,5,5,Nothing - I'm open to it,4,3,Outerwear / jackets; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Convenient location,65.0,55,110,160.0,Both,Across the city,No,Instagram; TikTok; Google / Maps; Influencers,3.0,4,Male,Engineering,Deira / Bur Dubai,"Under 1,000",1,2,3,4,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,3.67,3
R1874,Young working professional,Yes,UAE national,28-34,About monthly,1420.0,Second-hand / thrift,Poor fast-fashion quality; Not sustainable; Sizing issues; Hard to find unique pieces,4,3,5,5,4,4,Once or twice,3.0,4,5,3,3,5,3,Nothing - I'm open to it,4,4,Denim / jeans; Formal / office wear; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards; Sustainability mission; Trendy / curated styles,80.0,150,170,690.0,In-store only,Up to 30 min,Maybe,Word of mouth,4.0,4,Prefer not to say,Unknown,JVC,"Over 8,000",3,3,1,3,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,4.0,6
R1946,Young working professional,Yes,Expat - long-term resident,28-34,Every few months,480.0,Malls / brand stores; Online marketplaces,Too expensive; Poor fast-fashion quality; Sizing issues,3,3,4,3,2,3,Never,2.0,3,3,3,2,2,3,Social stigma; Don't know where to shop,3,2,Tops / T-shirts; Dresses; Denim / jeans; Shoes; Bags; Accessories; Modest wear / abayas,Low prices; Curated quality; Convenient location; Loyalty rewards; Sustainability mission; Trendy / curated styles,105.0,90,260,350.0,In-store only,Up to 15 min,"Yes, donate",Instagram; Word of mouth; University / campus; Google / Maps; Flyers / events,3.0,2,Female,Business,JVC,"Over 8,000",3,2,0,2,5,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,2.33,7
R1688,Young working professional,Yes,UAE national,28-34,Every few months,550.0,"Fast fashion (H&M, Shein-type); Online marketplaces",Too expensive; Poor fast-fashion quality; Sizing issues,2,3,4,3,2,4,Never,2.0,2,3,5,3,2,4,Hygiene concerns; Social stigma,3,2,Tops / T-shirts; Denim / jeans; Bags; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Convenient location; Trendy / curated styles,95.0,140,170,320.0,Online only,Only my neighbourhood,No,Instagram; TikTok; Google / Maps,2.0,2,Male,Finance,Other,"5,001-8,000",3,2,0,1,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2.33,4
R1231,University student,Yes,Expat - student visa,23-27,Every few months,180.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Same styles everywhere; Poor fast-fashion quality; Hard to find unique pieces,3,3,3,1,3,3,Never,3.0,2,3,1,1,4,3,Social stigma,4,3,Dresses; Denim / jeans; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Trendy / curated styles,60.0,95,120,130.0,In-store only,Up to 15 min,No,University / campus,4.0,3,Female,Other,Marina / JBR,"Under 1,000",2,2,0,2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3.33,8
R1210,Young working professional,Yes,Expat - long-term resident,23-27,Every few months,880.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Too expensive; Same styles everywhere; Not sustainable; Sizing issues; Hard to find unique pieces,1,3,3,4,4,3,Once or twice,2.0,3,3,2,2,3,4,Sizing / fit,3,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Shoes; Accessories; Athleisure / sportswear; Modest wear / abayas,Online ordering + delivery; Sustainability mission; Trendy / curated styles,135.0,215,250,320.0,Both,Only my neighbourhood,Maybe,Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Influencers,3.0,4,Female,IT / Computer Science,Silicon Oasis,"1,000-2,500",2,2,1,1,2,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,3.33,8
R1640,Young working professional,Yes,Expat - long-term resident,23-27,2-3 times a month,980.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Poor fast-fashion quality; Hard to find unique pieces,2,4,4,2,3,4,Never,2.0,4,2,3,3,1,3,Hygiene concerns; Social stigma; Don't know where to shop,1,1,Dresses; Denim / jeans; Formal / office wear; Bags; Accessories; Athleisure / sportswear,Guaranteed cleanliness / sanitisation; Convenient location; Trendy / curated styles,155.0,195,245,460.0,Both,Only my neighbourhood,Maybe,Instagram; University / campus; Influencers,2.0,1,Female,IT / Computer Science,Downtown,"Over 8,000",2,4,0,1,5,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1.0,6
R1143,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,510.0,Malls / brand stores; Outlet stores,Too expensive; Poor fast-fashion quality; Not sustainable; Sizing issues; Hard to find unique pieces,1,4,3,5,2,3,Once or twice,4.0,4,5,2,2,2,4,Nothing - I'm open to it,3,3,Tops / T-shirts; Dresses; Denim / jeans; Bags; Athleisure / sportswear; Modest wear / abayas,Convenient location; Online ordering + delivery; Loyalty rewards; Sustainability mission,90.0,120,150,240.0,Both,Across the city,"Yes, donate",Instagram; TikTok; University / campus; Google / Maps,3.0,4,Female,Other,Deira / Bur Dubai,"2,501-5,000",2,3,1,4,3,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,3.33,6
R1753,Recent graduate,Yes,Expat - long-term resident,28-34,About monthly,600.0,Malls / brand stores; Second-hand / thrift; Social-media sellers,Same styles everywhere; Poor fast-fashion quality; Not sustainable; Hard to find unique pieces,2,4,3,5,3,2,"Yes, occasionally",5.0,4,5,4,2,4,5,Hygiene concerns; Social stigma,4,3,Denim / jeans; Shoes; Accessories; Athleisure / sportswear,Convenient location; Loyalty rewards; Sustainability mission; Trendy / curated styles,115.0,95,200,230.0,Both,Up to 15 min,Maybe,Instagram; TikTok; Word of mouth; University / campus; Google / Maps,4.0,4,Male,Finance,JVC,"2,501-5,000",3,3,2,2,3,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,3.67,4
R1519,Young working professional,Yes,Expat - long-term resident,28-34,About monthly,260.0,Second-hand / thrift,Same styles everywhere,2,2,3,4,3,4,Once or twice,2.0,3,4,3,3,3,4,Sizing / fit; Social stigma; Don't know where to shop,3,3,Tops / T-shirts; Dresses; Shoes; Bags,Loyalty rewards; Sustainability mission,130.0,120,100,170.0,Both,Up to 15 min,Maybe,Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Flyers / events,3.0,3,Male,Arts / Design,Downtown,"2,501-5,000",3,3,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,3.0,4
R1298,Young working professional,Yes,Expat - long-term resident,23-27,About monthly,380.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",None stated,1,3,3,3,3,4,Never,3.0,2,3,4,2,3,2,Sizing / fit; Social stigma; Don't know where to shop,2,2,Dresses; Formal / office wear; Outerwear / jackets; Accessories; Athleisure / sportswear,Curated quality,115.0,150,125,210.0,In-store only,Up to 30 min,"Yes, donate",TikTok; Word of mouth,2.0,3,Female,Engineering,JVC,"2,501-5,000",2,3,0,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.33,5
R1766,University student,Yes,Expat - student visa,28-34,Every few months,300.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Too expensive; Not sustainable; Sizing issues,4,3,2,5,2,4,Never,2.0,2,4,1,3,2,3,Social stigma; Don't know where to shop,4,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Bags; Accessories,Low prices; Curated quality; Convenient location,65.0,80,135,160.0,Online only,Up to 30 min,"Yes, sell",Instagram; TikTok; Word of mouth; University / campus; Influencers,3.0,4,Female,Engineering,Silicon Oasis,"1,000-2,500",3,2,0,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,4.0,7
R1428,University student,Yes,Expat - student visa,18-22,About monthly,210.0,Malls / brand stores; Online marketplaces; Social-media sellers,Too expensive; Same styles everywhere; Poor fast-fashion quality,3,1,5,2,3,2,Once or twice,5.0,3,3,5,4,3,3,Hygiene concerns; Quality concerns,2,2,Denim / jeans; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Trendy / curated styles,55.0,95,90,110.0,In-store only,Up to 15 min,"Yes, sell",Instagram; TikTok,2.0,3,Male,Other,Downtown,"1,000-2,500",1,3,1,2,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2.33,2
R1612,Other,Yes,Expat - student visa,23-27,Every few months,140.0,Malls / brand stores; Online marketplaces,Same styles everywhere,4,3,5,1,3,3,"Yes, occasionally",2.0,3,2,5,4,4,2,Nothing - I'm open to it,3,3,Outerwear / jackets; Bags; Accessories; Athleisure / sportswear,Convenient location; Trendy / curated styles,60.0,65,105,140.0,Both,Up to 15 min,"Yes, donate",Instagram; TikTok; Google / Maps; Influencers,4.0,3,Male,Engineering,Silicon Oasis,"1,000-2,500",2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.0,4
R1932,University student,Yes,UAE national,23-27,Every few months,250.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Too expensive; Same styles everywhere; Not sustainable; Hard to find unique pieces,4,3,3,3,3,2,"Yes, regularly",3.0,5,3,1,1,5,5,Nothing - I'm open to it,5,5,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices; Trendy / curated styles,55.0,45,105,190.0,In-store only,Across the city,No,Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Influencers,5.0,5,Female,Engineering,International City,"1,000-2,500",2,2,3,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,5.0,9
R1941,Young working professional,Yes,Expat - long-term resident,23-27,Weekly,460.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Not sustainable; Hard to find unique pieces,2,3,4,2,4,3,Once or twice,3.0,2,1,3,2,3,5,Hygiene concerns; Quality concerns; Sizing / fit,3,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards,95.0,120,120,440.0,Both,Up to 30 min,No,Instagram; Word of mouth; Influencers; Flyers / events,3.0,3,Female,Arts / Design,Marina / JBR,"2,501-5,000",2,5,1,3,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3.0,6
R1008,University student,Yes,Short-term / visitor,18-22,Every few months,140.0,"Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Hard to find unique pieces,4,2,3,3,3,3,Never,3.0,4,4,3,3,3,3,Quality concerns; Don't know where to shop,4,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Low prices; Convenient location,45.0,90,60,300.0,Both,Up to 30 min,No,Instagram; Word of mouth; Google / Maps; Influencers,4.0,3,Female,Marketing,Marina / JBR,"Under 1,000",1,2,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,3.67,8
R1539,Young working professional,Yes,Expat - long-term resident,28-34,2-3 times a month,150.0,"Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Same styles everywhere; Poor fast-fashion quality; Not sustainable,4,2,4,3,1,4,Never,1.0,3,5,4,5,1,2,Hygiene concerns; Sizing / fit; Don't know where to shop,4,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Accessories,Low prices; Convenient location; Loyalty rewards,35.0,115,150,260.0,Both,Up to 15 min,"Yes, sell",TikTok; Word of mouth; Google / Maps; Flyers / events,4.0,4,Female,Business,Deira / Bur Dubai,"2,501-5,000",3,4,0,2,3,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,3.67,7
R1436,University student,Yes,Expat - student visa,23-27,Every few months,280.0,"Malls / brand stores; Fast fashion (H&M, Shein-type)",Too expensive; Same styles everywhere; Not sustainable; Sizing issues; Hard to find unique pieces,3,4,3,1,2,4,Never,3.0,3,3,3,2,3,2,Social stigma,3,3,Tops / T-shirts; Outerwear / jackets; Shoes; Bags; Accessories,Low prices; Convenient location; Loyalty rewards,75.0,80,150,240.0,Both,Up to 30 min,No,Instagram; TikTok; Word of mouth; University / campus; Influencers,3.0,3,Female,Finance,International City,"1,000-2,500",2,2,0,3,2,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,3.0,5
R1266,University student,Yes,Expat - long-term resident,18-22,2-3 times a month,360.0,Second-hand / thrift; Outlet stores,Too expensive; Same styles everywhere; Not sustainable; Hard to find unique pieces,4,2,4,4,4,4,"Yes, occasionally",4.0,4,3,3,4,4,5,Nothing - I'm open to it,4,3,Tops / T-shirts; Dresses; Shoes,Low prices; Curated quality; Convenient location; Online ordering + delivery; Trendy / curated styles,55.0,105,115,260.0,Both,Up to 15 min,"Yes, sell",Instagram; University / campus; Influencers,2.0,4,Female,Engineering,Deira / Bur Dubai,"1,000-2,500",1,4,2,2,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,3.67,3
R1461,University student,Yes,Expat - long-term resident,23-27,Every few months,80.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Too expensive; Sizing issues; Hard to find unique pieces,4,3,4,3,4,3,"Yes, occasionally",5.0,3,3,5,4,3,4,Hygiene concerns; Quality concerns,4,3,Tops / T-shirts; Denim / jeans; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Loyalty rewards; Sustainability mission,50.0,105,125,130.0,Both,Up to 30 min,"Yes, sell",Word of mouth; University / campus; Influencers,2.0,3,Male,Business,Deira / Bur Dubai,"1,000-2,500",2,2,2,3,2,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,3.33,4
